uuid,Name,Address,Sanction Type,Nationality,Effect Date | Lapse Date,Grounds,Entity Type
ef8f43fc-2b8d-4d3a-a60c-a29e7f8317ef,CV Sugriwa Persada,"Jl. Imam Bonjol Gg. Persada No. 26
Kemiling Permai Kemiling Bandar Lampung 
Bandar Lampung (Kota)
Lampung 35131
INDONESIA",Debarred,Indonesia,26/Jun/2019 | Until Further Notice,Violated ADB's Integrity Principles and Guidelines 2.A (iv).,Person
e33f56aa-7325-4507-bf3d-571f9ac9e4e0,"C.D.W. CONSTRUCTION CO., LTD","HOUSE NO. 35B, 
ST. 476, 
SANGKAT 
TOULTOMPOUNG 
II, KHAN. 
CHAMKARMORN,  PHNOM PENH 
Cambodia",Debarred,Cambodia,17/Sep/2014 | Until Further Notice,Cross-Debarment: WB,Organization
4f9b469c-b7bc-4d35-8b5e-2b4b9f6e3c97,"DA SILVA, IVO GOMES","AV. GENERAL 
RIVAS, NO. 235 
LETRA B 
LIBERDADE, SANTA RITA, MARANHÃO
BRAZIL",Debarred,Non ADB Member Country,7/Nov/2012 | Until Further Notice,Cross-Debarment: WB,Organization
b33e24e9-2e8e-4faf-b324-d68cd068ec81,"DAD, KHUDA","c/o ALAM & SONS GOVERNMENT CONTRACTOR & GENERAL ORDER SUPPLIER
PLOT NO. 10205 
RIGHT PORTION, 
MONDAHRA 
COLONY, 
GULSHAN-E-NAVEE
D, HUB TOWN 
LASBELA,  BALOCHISTAN 
Pakistan",Debarred,Pakistan,6/Jun/2018 | Until Further Notice,Cross-Debarment: WB,Organization
759dcb9e-0bc4-4321-8838-af533c02b6d5,"Dalip, Vevakanand","Lot 97 PHase 2
Lethem, Rupunini
Region no 9, Essequibo
Guyana",Debarred,Non ADB Member Country,19/Jan/2018 | 28/Dec/2030,Cross-Debarment: IDB,Organization
dbaa3aef-1d40-4cdb-806d-c732d621bc70,DATEX HAITI,"33 PARC 
INDUSTRIEL 
(SONAPI),  DELMAS 
Haiti",Debarred,Non ADB Member Country,27/Mar/2018 | Until Further Notice,Cross-Debarment: WB,Organization
7382142c-5c31-4b2d-8583-5f7b84558909,"Dayong, Liu","Shantou Dahao Municipal Construction Co. Ltd 
12 Taiyang Road 
Haojiang District, Shantou 
Guangdong Province 
CHINA",Debarred,People's Republic of China,29/May/2009 | Until Further Notice,"Violated ADB's Procurement Guidelines 1.14(a)(ii); ADB's Integrity Principles and Guidelines 2A(ii)
Sanction violation",Person
c69143b4-c99e-4ae4-a879-da43ce2181fb,"DE JESUS, LLOLY YANA (now known as Yana, Lloly Emano)","PRESIDENT, INNOGY SOLUTIONS, INC., UNIT 1217-1219 CITY & LAND MEGA PLAZA ADB AVENUE CORNER GARNET ROAD, ORTIGAS CENTER,  PASIG CITY, Philippines",Debarred,Philippines,27/Mar/2018 | Until Further Notice,Cross-Debarment: WB,Organization
1cacf447-7abb-4e55-ac48-72e1cba00bd8,"de Leon, Angelita Banal (a.k.a. Cielo de Leon)","c/o 9319 Lopez Avenue
Batong Malaki
Los Banos, Laguna
PHILIPPINES 4030",Debarred,Philippines,13/Feb/2015 | Until Further Notice,"Violated ADB's Integrity Principles and Guidelines 2.A(i), (ii), (iv), and (vii) and Procurement Guidelines 1.14(a) (i), (ii), (iv).",Person
915e07bb-074c-4226-b114-d9563faaf1d7,"De Oliveira Rosa, Frederico","Rua do Horto (Cond. Vila Verde), Bloco Eucalipto, Apt. 607, No. 240 Bairro Jabotiana, Aracaju - SE, Brazi, 49095-750",Debarred,Brazil-Non ADB Member Country,15/Dec/2023 | 30/Oct/2029,Cross-Debarment: IDB,Person
ca060d8f-db20-44d3-ac6f-056f41be7688,"DE OTERO, CARLOS ALBERTO LÓPEZ","AV. ELOY ALFARO N2013 Y SUIZA, EDIFICIO SUIZA, MEZANINE, QUITO, ECUADOR",Debarred,Ecuador-Non ADB Member Country,15/Feb/2023 | 13/Apr/2026,Cross-Debarment: WB,Person
8e2d6f40-311c-428a-80ea-61572f203fbe,Decoration Branch of Weihai Construction Group Co. Ltd. (Reg. No. 91371000866716990Y),"No.19-1 Shanda Road, Weihai
威海市山大路-19-1号",Debarred,People's Republic of China,4/Apr/2022 | 18/Oct/2024,Cross-Debarment: AfDB,Organization
9430c1cd-4876-4f22-bbbb-e4286f5fcd15,"dela Paz Flores, Lorena (a.k.a. Lorena Paz Flores Bruno)","33-B Apaloosa St. Rancho Estate 
West Concepcion 2, Marikina City
PHILIPPINES

c/o Santos Parungao Aquino & Santos Law Offices
Suites 706 & 707 West Tower, 
Philippine Stock Exchange Center,
Exchange Road, Ortigas Center,
Pasig City
PHILIPPINES",Debarred,Philippines,13/Feb/2015 | Until Further Notice,"Violated ADB's Integrity Principles and Guidelines 2.A(i), (ii) and Procurement Guidelines 1.14(a)(i), (ii).",Person
22db5e88-db5e-4737-92f3-9a52937792d1,"Delgado, Eilyen Nallely Alfaro","La Alajuelita, Urbanización Charretega, Bloque 15, Casa 6, San José, Costa Rica",Debarred,Costa Rica-Non ADB Member Country,30/Sep/2022 | 28/Jul/2033,Cross-Debarment: IDB,Organization
657a9a6d-0473-4d6f-93cd-357ed282ce58,DENA RAHSAZ CONSTRUCTION CO. CJSC,"NO. 3, 8TH ALLEY, BEYHAGHI BLVD., ARGENTINE SQ., TEHRAN, IRAN",Debarred,Iran-Non ADB Member Country,5/Apr/2022 | 31/Jul/2025,Cross-Debarment: WB,Organization
1a53095e-e799-41b0-a7af-ae4cf17a0aa3,DESARROLLO CON INGENIERÍA CONTRATISTAS GENERALES S.A. (DISA-CGSA),"CALLE SAN MARCOS NO. 508
URB. SAN ANTONIO
HUANCAYO, JUNÍN 
PERU",Debarred,Non ADB Member Country,29/Mar/2016 | Until Further Notice,Cross-Debarment: WB,Organization
6ab77629-89e8-4a9f-8149-7dbb2133429c,"Devaraj, Arputharaj Job Robinson (Mr.)","c/o Perfect Dredging Company Pvt. Ltd., Suite No. 205, II Floor, Plaza Centre, #129 G.N. Chetty Road, Chennai 600 006, Tamil Nadu, India",Debarred,India,22/Jan/2024 | 16/Jan/2031,Cross-Debarment: WB,Person
32f554a7-8b8d-4dcc-9c73-64b9c07b6f89,DEVELOPMENT ACTION CENTRE (DAC),"VILLAGE 
SAROZGANJ, 
POST OFFICE 
SAROZGANJ BAZAR, DISTRICT CHUADANG-7200 
Bangladesh",Debarred,Bangladesh,30/Sep/2011 | Until Further Notice,Cross-Debarment: WB,Organization
8e1232b4-b4c4-497c-9d94-043264dc9e92,DEVELOPMENT AND RELIEF CORPORATION B.V. (also known as DRC b.v.),"INDUSTRIEWEG 24,  4153 BW BEESD 
Netherlands",Debarred,Netherlands,18/Sep/2013 | Until Further Notice,Cross-Debarment: WB,Organization
5b0b350e-bad4-4c78-91d2-1535c475d89a,DHEMA AGENCIES LIMITED,"3 PILKINGTON 
ROAD, P.O. BOX 
2909,  KAMPALA 
Uganda",Debarred,Non ADB Member Country,14/Aug/2013 | Until Further Notice,Cross-Debarment: WB,Organization
b82e14a6-325c-4d7a-be15-f948a338a9ca,"DIAMOND CONSTRUCTION & IMPORT EXPORT CO., LTD.","190EO, MAO TSE 
TUNG BLVD, 
SANGKAT TUMNUP 
TEK, KHAN 
CHAMKER,  PHNOM PENH 
Cambodia",Debarred,Cambodia,28/Nov/2014 | Until Further Notice,Cross-Debarment: WB,Organization
c6596974-7e84-4c20-bf04-7730c0b668d3,DINAJU S.A.,"Aguas Zarcas, San Carlos, 500 metros al Norte del Banco de Costa Rica, Provincia de Alajuela, Costa Rica",Debarred,Costa Rica-Non ADB Member Country,17/Apr/2023 | 30/Mar/2026,Cross-Debarment: IDB,Organization
67475156-3bb0-4fad-ad95-895bb85d1f75,"Diop, Modou Bousso","68 Cité APIX, Dakar, Senegal",Debarred,Senegal-Non ADB Member Country,20/Oct/2023 | 5/Apr/2026,Cross-Debarment: WB,Person
d57e74d1-1159-485b-ac1b-565a3d0560bf,DIVIARQ,"CALLE PEDRO 
ALMARÁZ NO. 
3380 Ó 3379, 
BARRIO 
CHACARILLA,  SANTA CRUZ DE LA SIERRA 
Bolivia",Debarred,Non ADB Member Country,9/Oct/2014 | Until Further Notice,Cross-Debarment: WB,Organization
563b26d3-77ab-4dee-9aa7-91dbc1e7c383,"Díaz, Janet Cecilia Castillo","Lima, Peru",Debarred,Non ADB Member Country,18/Mar/2016 | 8/Mar/2024,Cross-Debarment: IDB,Person
c81f982a-d6f5-456b-b18e-b213e5194681,"Donaev Management Consulting, Tajikistan","3/1 Tursunzade Street
Dushanbe 734000
Tajikistan

216/2 Kyuvayduiloeva Street
Apartment 5
Dushanbe 734049
Tajikistan",Debarred,"Tajikistan, Rep. of",14/Oct/2013 | Until Further Notice,Sanction violation,Organization
70ec3707-35c1-4f0a-ab27-16bb05537483,Dongying Branch of Weihai Construction Group Co. Ltd. (Reg. No. 91370502734710060R),"No.198 Fuqian Street, Dongying
东营市府前街198号",Debarred,People's Republic of China,4/Apr/2022 | 18/Oct/2024,Cross-Debarment: AfDB,Organization
7ff6eda5-4b88-4562-97b2-a9c4d75d0f1d,"DORSAINVILLE, ENOLD","12, RUE FERRY, DELMAS 33, PORT-AU-PRINCE
Haiti",Debarred,Non ADB Member Country,3/Mar/2020 | 11/Nov/2024,Cross-Debarment: IDB,Organization
dc407473-fb2e-42b1-b016-d5d63f095b58,"DOVZHENKO, NIKOLAY","31-33 SMOLENSKA STR., KYIV, 03005 Ukraine",Debarred,Non ADB Member Country,28/Jul/2016 | 28/Dec/2024,Cross-Debarment: WB,Organization
91827178-0dcd-47e5-aa94-94373a0aa855,"Duart, Salvador","Calle Barcelona, 9 Villalbilla, 28810 Madrid, Spain",Debarred,Spain,17/Sep/2020 | 6/Jul/2026,Cross-Debarment: IDB,Organization
4653f463-eea7-42c8-8797-6349de55b92f,DUTCHMED B.V.,"AVELINGEN WEST 
72,  4202 MV GORINCHEM 
Netherlands",Debarred,Netherlands,9/Aug/2017 | 1/Jun/2031,Cross-Debarment: WB,Organization
4ab9b313-5e0b-4898-83ec-218ee7c74c8f,D. A. Construction Limited,"HOUSE NO. 1, 
114 ROAD, OFF 
II ROAD, 1ST 
AVENUE (A.P. 
FILLING 
STATION END), 
GWARINPA II, 
P.O. BOX 4824,  GARKI, ABUJA 
NIGERIA",Debarred,Non ADB Member Country,9/Jul/2014 | Until Further Notice,Cross-Debarment: WB,Organization
5c96e365-d634-45f3-ab35-a448122ef038,"DŨNG, Ðoàn Anh","c/o Hoang Mai Construction Import and Export Joint Stock Company
Xom Bo, Commune Thanh Liet, District Thanh Tri, Hanoi
VIET NAM

Room 3016, Building B, Vinaconex Building Nguyen Xien (Phòng 3016 Tòa B Vinaconex 2 Nguyễn Xiển)
Dai Kim Ward, Hoang Mai District (Phýờng Ðại Kim, Quận Hoàng Mai)
Hanoi 100000 (Hà Nội)
VIET NAM

No. 14, TT6B Urban West Nam Linh Dam, Hoang Mai (Số 14, TT6B Khu ðô thị Tây Nam Linh Ðàm, Hoàng Mai)
Hanoi 100000 (Hà Nội)
VIET NAM

No. 2/20, Lane 255, Hope Street (Số 2/20, Ngõ 255, Phố Vọng)
Dong Tam Ward, Hai Ba Trung District, Hanoi 
(Phýờng Ðồng Tâm, Quận Hai Bà Trýng, Hà Nội)
VIET NAM",Debarred,Socialist Republic of Viet Nam,17/Feb/2021 | 17/Aug/2026,Violated ADB's Integrity Principles and Guidelines 2.A(ii),Person
8521070b-854b-4505-a2c2-8bef5451c55a,EASTERN BUILDERS AND ENGINEERS LIMITED,"P.O. BOX 9062,  KAMPALA 
Uganda",Debarred,Non ADB Member Country,16/Aug/2013 | Until Further Notice,Cross-Debarment: WB,Organization
0b6790e4-0d30-4270-b688-aff9e163c239,ECOGRAPH LLC (AKA ECOGRAPHY COMPANY),"BUILDING OF 
MONGOL 
ENGINEER CO. 
LTD., KHOROO 
20, BAYANGOL 
DISTRICT,  ULANBATAAR 
Mongolia",Debarred,Mongolia,28/Oct/2015 | Until Further Notice,Cross-Debarment: WB,Organization
9f0ccb8f-5f87-435c-ab8e-54f204476a1a,ECOGREEN ENVIROTECH SOLUTIONS LTD.,"O-116, 1ST FLOOR, DLF SHOPPING MALL, ARJUN MARG, DLF PH-I GURUGRAM - 122002, HARYANA, INDIA",Debarred,India,23/Jun/2021 | 11/Nov/2024,Cross-Debarment: WB,Organization
d3116256-9263-4e23-9b59-dabb0b63c9af,Economic and Technological Development Zone Concrete Branch of WeihaiConstruction Group Co. Ltd (Reg. No. 91371000783474308T),"West of Tiandong Henan Railway Line, Economic and Technological Development Zone, Weihai,  Shandong Province
威海经济技术开发区天东河南铁路线西",Debarred,People's Republic of China,4/Apr/2022 | 18/Oct/2024,Cross-Debarment: AfDB,Organization
efce577f-8436-440a-8948-a0408aef1069,"Edouard, Chantal Simplice","10715 NW 2 CT., MIAMI, FL, 33168
United States",Debarred,United States,7/Aug/2020 | Until Further Notice,Cross-Debarment: WB,Organization
79c8d4cf-8d42-42c8-b565-37c9e44618d6,EDWIN DITTER ACARAPI COLQUE,"KM. 42 ANTIGUA 
CARRETERA 
COCHABAMABA, 
URB. EQUIPETROL, SANTA CRUZ DE LA SIERRA
BOLIVIA",Debarred,Non ADB Member Country,13/Mar/2012 | Until Further Notice,Cross-Debarment: WB,Organization
03d87df9-e300-4c9c-b390-b5545c463e56,EFEMAZ CONSTRUCTION AND GE. SERVICES LIMITED,"HEAD OFFICE: 
PLOT 491, 
T.O.S. BENSON 
STREET, UTAKO 
DISTRICT, ABUJA,  F.C.T. 
Nigeria 

ERHURHIE 
STREET, 
EKIUGBO, 
UGHELLI,  DELTA STATE 
Nigeria",Debarred,Non ADB Member Country,22/Dec/2018 | Until Further Notice,Cross-Debarment: WB,Organization
c2475a61-5818-4b1e-bfe2-5565780a8175,"Egusquiza, Pedro Alejandro Melendez","Av. Aurelio Miroquesada No. 576, Departamento 1001, Distrito de San Isidro, Provincia y Departamento de Lima, Peru",Debarred,Peru-Non ADB Member Country,19/Jul/2023 | 29/Jan/2026,Cross-Debarment: IDB,Person
aabb545f-bc27-465b-a20a-33b3f6ebf044,ELEQANT-TIKINTI INSAAT MMC/ELEQANT-TIKINTI INSAAT LLC,"AZ1010, NASIMI 
DISTRICT, 195, 
SULEYMAN 
RAHIMOV 
STREET, APT. 
24/25,  BAKU 
Azerbaijan",Debarred,"Azerbaijan, Rep. of",21/Aug/2015 | Until Further Notice,Cross-Debarment: WB,Organization
fd94b44e-7c48-4d2e-b371-ccc0c1cce2f4,ELMCREST GROUP LIMITED (FORMERLY KNOWN AS LANDMARC LIMITED),"COBURG HOUSE, 
1 COBURG STREET,  GATESHEAD, TYNE & WEAR, NE8 1NS 
United Kingdom",Debarred,United Kingdom,2/Feb/2015 | Until Further Notice,Cross-Debarment: WB,Organization
2057ca6a-2cc9-4303-bccb-455d8872fa7b,"EMIL, Fadli","c/o CV Alam Indah
Jl. S Parman Gg. Sumur Pucung 
No. 44 Kel. Pelita Kec. Enggal
Bandar Lampung 
INDONESIA

Sumber Gamol No. 135, Balecatur, Gamping
Kabupaten Sieman
Daerah Istimewa Yogyakarta
INDONESIA",Debarred,Indonesia,26/Jun/2019 | Until Further Notice,Violated ADB's Integrity Principles and Guidelines 2.A (iv).,Organization
0130ecbc-228e-4e83-a444-8133a440e909,EMMAJOKO NIG ENTERPRISES,"NO. 4 
ONYEMEKAIHA 
CLOSE, OPP. 
THE AIRPORT, 
WARRI, OKPE 
L.G.A,  DELTA STATE 
Nigeria",Debarred,Non ADB Member Country,4/Mar/2019 | 28/Jan/2024,Cross-Debarment: WB,Organization
270ee539-02bb-4a03-82f7-f5d66cb4091a,EMMYWAYS ENGINEERING/CONSTRUCTION LIMITED,"HEAD OFFICE AT ANTAFIO BARIFA ROAD   
PLOT 2 AYIVU CLOSE, P.O. BOX 1093, ARUA
Uganda",Debarred,Non ADB Member Country,24/Jun/2019 | Until Further Notice,Cross-Debarment: WB,Organization
be139e31-81a8-42bd-93f7-c6b38b076d79,EMPRESA CONSTRUCTORA FERNÁNDEZ ESCOBAR,"KILOMETRO 6 
DOBLE VIA LA 
GUARDIA, 
BARRIO EL 
BAJIO SUR, 
CALLE 16 DE 
JUNIO NO. 6810,  SANTA CRUZ 
BOLIVIA",Debarred,Non ADB Member Country,9/Jul/2014 | Until Further Notice,Cross-Debarment: WB,Organization
6bd1e513-0aaa-46ef-926d-464546892d6c,Empresa Constructora Gami S.R.L.,"Calle W Alba Nro. 29, Zona IV, Centenario, Potosí, Bolivia",Debarred,Bolivia-Non ADB Member Country,17/Sep/2021 | 22/Aug/2024,Cross-Debarment: IDB,Person
81c8c3cb-04c2-44b8-bca9-f0d117733ae7,EMPRESA CONSTRUCTORA Y CONSULTORA LAPTUS S.R.L.,"CALLE 
MUNICIPAL NO. 
501, VILLA 
ABAROA,  TARIJA 
Bolivia",Debarred,Non ADB Member Country,24/Feb/2015 | Until Further Notice,Cross-Debarment: WB,Organization
a180edcf-d58b-4218-b1d6-e7b4527a8763,Enterprise de Construction Urbaine et Rurales (ECUR) Sarl,"Amdallaye-Rue Pavee, face a la Mairie
B.P. 1409-Bamako, Mali",Debarred,Non ADB Member Country,16/Oct/2017 | Until Further Notice,Cross-Debarment: AfDB,Person
cee50f9e-7d6e-4a75-89d9-0a37b7ba89b5,ENTREPRISE GÉNÉRALE DE CONSTRUCTION ANDO,"LOT II A 128 SG NANISANA
Madagascar",Debarred,Non ADB Member Country,25/Feb/2013 | Until Further Notice,Cross-Debarment: WB,Organization
423e98b2-5eb6-4f68-8d96-450e40c6ea49,"ERGASHEV, VAKHIDJAN","20 OKTYABARSKY 
STR., SUZAK 
VILLAGE, SUZAK 
DISTRICT, 
JALAL-ABAD 
REGION
Kyrgyz Republic",Debarred,Kyrgyz Republic,5/Feb/2013 | Until Further Notice,Cross-Debarment: WB,Organization
e2493a0b-863b-4758-a245-c81c152c7ab3,ESKE S.A.C.,"JIRON VICTOR 
MANTILLA NO. 
237, 245 
SURQUILLO,  LIMA 34
PERU",Debarred,Non ADB Member Country,4/Oct/2016 | Until Further Notice,Cross-Debarment: WB,Organization
afc656b0-0ebf-4737-b7d7-841f50469d2c,"Espinoza, Felix Martinez","Calle W Alba Nro. 29, Zona IV, Centenario, Potosí, Bolivia",Debarred,Bolivia-Non ADB Member Country,17/Sep/2021 | 22/Aug/2024,Cross-Debarment: IDB,Person
0815fd67-36c4-45cb-9605-065f5f459ed5,"Espinoza, Gonzalo Darwin Guerrero","Calle Lanza, Esquina Bolivar, Cochabamba, Bolivia",Debarred,Bolivia-Non ADB Member Country,17/Sep/2021 | 22/Aug/2024,Cross-Debarment: IDB,Person
c9583da8-7d71-46b9-8b07-b3ddf8c39999,"Espinoza, Ivanof Said Guerrero","Calle Pasteur No. 166 zona Las Cuadras, Cochabamba, Bolivia",Debarred,Bolivia-Non ADB Member Country,17/Sep/2021 | 22/Aug/2024,Cross-Debarment: IDB,Person
18d03f09-f9ce-4394-af1b-282579f9b369,"ESPINOZA, JAIME SALAZAR","C/O DESARROLLO 
CON INGENIERÍA 
CONTRATISTAS 
GENERALES S.A. 
(DISA-CGSA), 
CALLE SAN 
MARCOS NO. 
508, URB. SAN 
ANTONIO, 
HUANCAYO,  JUNIN 
Peru",Debarred,Non ADB Member Country,23/Feb/2017 | Until Further Notice,Cross-Debarment: WB,Organization
323e451e-f98b-4cad-85ba-58965ac5bd2f,"Espinoza, Marvin Deheri Guerrero","Calle Pasteur No. 168, Cochabamba, Bolivia",Debarred,Bolivia-Non ADB Member Country,17/Sep/2021 | 22/Aug/2024,Cross-Debarment: IDB,Person
fbd3d1b9-6f74-4f40-b08c-f21ef87e013a,"Esteve, Alberto Aparisi","Gran Vía de Ferran el Católic, 81, 46008, Valencia, España",Debarred,Spain,1/Mar/2023 | 11/Jan/2026,Cross-Debarment: IDB,Organization
9a64bdfe-e1b0-4fc1-80be-3ad103c83486,"Estrada, Marco Vinicio Arreaga",Guatemala,Debarred,Non ADB Member Country,24/Jul/2018 | 25/Jun/2027,Cross-Debarment: IDB,Person
7022d6c7-b2c9-4cb6-89c2-11fd575d4603,ESWARI ELECTRICALS PVT. LIMITED,"PLOT NO. 64, INDUSTRIAL ESTATE, PERUNGUDI, CHENNAI-600096, TAMIL NADU  
India",Debarred,India,6/Jan/2020 | Until Further Notice,Cross-Debarment: WB,Person
ab10c138-9d6a-43a8-9c60-8c2b87d96147,"Etcheverry, Ben David Ergueta","Calle 29 de septiembre nro. 340, zona Terminal de Buses, Chuquisaca, BOLIVIA",Debarred,Bolivia-Non ADB Member Country,18/May/2022 | 18/Apr/2028,Cross-Debarment: IDB,Person
0dcbb5f9-39ca-4f22-bc21-c7fba115b33b,"Etienne, Gerard & Co. or Geniexpert","66 Rue Geffrard
Petion-Ville, Port-au-Prince
Haiti",Debarred,Non ADB Member Country,20/Nov/2014 | Until Further Notice,Cross-Debarment: IDB,Person
d5c2d116-f7a8-45ee-ae71-4f6e1681b380,Eva-Top Agencies,"P.O. Box 2680 – 00100 Nairobi, KENYA",Debarred,Kenya-Non ADB Member Country,25/Feb/2022 | Until Further Notice,Cross-Debarment: AfDB; Affiliate of a cross debarred entity,Person
0f096bf1-a155-4589-b5c1-03551e7f0e70,EXODE TRAVEL,"AVENUE DES MILITANTS, NO. 5 AEROPORT DE N’DOLO, KINSHASA
Congo, Democratic Republic of",Debarred,Non ADB Member Country,6/Jan/2020 | Until Further Notice,Cross-Debarment: WB,Organization
8a1514ec-7c4b-4477-8d70-72b644479c51,Express Automation Limited,"4th Floor, Delta Corner Annex, P.O. Box 22709-00400, Nairobi, KENYA",Debarred,Kenya-Non ADB Member Country,25/Feb/2022 | 17/Aug/2024,Cross-Debarment: AfDB,Organization
99139c8a-3c32-475c-92f5-6fa12d431764,"EZEH, UGOCHUKWU","KM 3, ABAKALIKI EXPRESSWAY, ENUGU
Nigeria",Debarred,Nigeria-Non ADB Member Country,6/Feb/2020 | 2/Feb/2024,Cross-Debarment: WB,Organization
6fceae9a-7e04-44a2-9558-aa307f1da56d,Faisol,"c/o CV Alam Indah
Jl. S Parman Gg. Sumur Pucung 
No. 44 Kel. Pelita Kec. Enggal
Bandar Lampung 
INDONESIA

Sumber Gamol No. 135, Balecatur, Gamping
Kabupaten Sieman
Daerah Istimewa Yogyakarta
INDONESIA",Debarred,Indonesia,26/Jun/2019 | Until Further Notice,Volated ADB's Integrity Principles and Guidelines 2.A (iv).,Organization
70b347d7-f8b5-413b-a865-be03010f2b0b,FAR KURLISH MONTAJ INVEST (f/k/a QUVASOY MUKAMMAL TAMIR LLC) (Reg. No. 300494794),"3A SH. RASHIDOV STREET, FERGANA DISTRICT, FERGANA REGION, UZBEKISTAN",Debarred,"Uzbekistan, Rep. of",9/Aug/2017 | 12/May/2025,Cross-Debarment: WB,Organization
d842eb36-d027-4d33-9e91-6fe908ed3402,"Farmer, Nick","Payton Company 
Suite 304 Les Bois Court 
Georgiou A71 
Limassol, 4047 Cyprus 
Republic of Cyprus",Debarred,"Uzbekistan, Rep. of",24/Feb/2009 | Until Further Notice,Violated ADB's Procurement Guidelines 1.14(a)(iv); ADB's Integrity Principles and Guidelines 2.A(iv),Organization
3c4cae3c-f2ca-412e-bd00-d3adf2c280e0,Fazl-ur-Rehman,"Likyano Building, 3D Park Avenue Road
University Town, Peshawar
PAKISTAN",Debarred,Pakistan,27/Dec/2017 | Until Further Notice,Violated ADB's Integrity Principles and Guidelines 2.A(ii).,Organization
7a239577-2088-40f9-ab54-0cebcbd2c52e,Fazl-ur-Rehman Constructors (Pvt) Limited (Likyano),"Likyano Building, 3D Park Avenue Road
University Town, Peshawar
PAKISTAN",Debarred,Pakistan,27/Dec/2017 | Until Further Notice,Violated ADB's Integrity Principles and Guidelines 2.A(ii).,Person
0ed0913a-1dbe-42d0-bdcf-177fa14c793b,"FEDCHENKO, ALEXANDER","31-33 SMOLENSKA STR., KYIV, 03005 Ukraine",Debarred,Non ADB Member Country,28/Jul/2016 | 28/Dec/2027,Cross-Debarment: WB,Organization
b1c772f0-c5c4-46fc-b4e3-b93ec7c3a131,FEDDERS ELECTRIC & ENGINEERING LTD.,"B-10/1, OKHLA INDUSTRIAL ESTATE, PHASE-II, NEW DELHI- 110020
India",Debarred,India,20/Apr/2020 | Until Further Notice,Cross-Debarment: WB,Organization
ffe0c1af-c90b-4054-85e4-76556c4faea8,FEDDERS LLOYD CORPORATION LIMITED,"159 OKHLA,PHASE III 110020, NEW DELHI
INDIA",Debarred,India,20/Apr/2020 | Until Further Notice,Cross-Debarment: WB,Organization
5c9f0321-be41-4dd6-8361-c0354b2d5b91,FEDDERS LLOYD CORPORATION LTD.,"159 OKHLA INDUSTRIAL ESTATE,PHASE III 110020, NEW DELHI
INDIA",Debarred,India,20/Apr/2020 | Until Further Notice,Cross-Debarment: WB,Organization
700bf70e-a435-4d1a-844b-9e7060a75b78,"Feng He Ying Zao Group Co., Ltd.","7/F Greenwood International Building, 1266 Fenghe Middle Avenue, Nanchang City, Jiangxi, 33003383, CHINA

2/F, No.1496, Fenghe Middle Road, Honggutan New District, Nanchang​, Jiangxi, 330038
China",Debarred,People's Republic of China,30/Mar/2021 | 30/Mar/2025,Violated ADB's Integrity Principles and Guidelines 2A(ii).,Person
aa19a395-5413-4a1e-8dae-044ebf7f9521,"Feo, Alejandro Guerra","Emilio Cavenecia 210
Interior B, San Isidro
Lima
Peru",Debarred,Spain,18/Jun/2014 | 27/May/2024,Cross-Debarment: IDB,Person
f5b4238f-29e9-4fbc-9a0d-ca98c151cf9d,"FERNÁNDEZ, WALTER FERNÁNDEZ","KILOMETRO 6 
DOBLE VIA LA 
GUARDIA, 
BARRIO EL 
BAJIO SUR, 
CALLE 16 DE 
JUNIO NO. 6810,  SANTA CRUZ 
Bolivia",Debarred,Non ADB Member Country,9/Jul/2014 | Until Further Notice,Cross-Debarment: WB,Person
a0fdd682-880b-4a9b-a322-31a26083d3bd,"FLOMO, PEWEE","TOPOE AVENUE, 
GAYE TOWN, OLD 
ROAD, SINKOR,  MONROVIA 
Liberia",Debarred,Non ADB Member Country,25/Jan/2017 | Until Further Notice,Cross-Debarment: WB,Organization
27fddb81-fbca-4816-9a55-7164fbe7875c,"Flores, Karina","El Recreo, Kilómetro 10, Carretera al Sur Tegucigalpa, HONDURAS",Debarred,Honduras - Non ADB Member Country,22/Apr/2021 | 8/Feb/2024,Cross-Debarment: IDB,Organization
138700c5-c19a-4b72-ad0f-effbf0218275,FLOWBIRD SOCIÉTÉ PAR ACTIONS SIMPLIFIÉE (formerly operating as: Parkeon Société par Actions Simplifiée),"100, AVENUE DE SUFFREN, 75015 PARIS
France",Debarred,France,7/Aug/2020 | Until Further Notice,Cross-Debarment: WB,Organization
aec9276a-5f5c-4341-9831-bde395423c77,FLOWBIRD TRANSPORT LIMITED(formerly operating as: Parkeon Transit Limited),"10 WILLIS WAY, FLEETS INDUSTRIAL ESTATE-POOLE, DORSET BH15 355
United Kingdom",Debarred,United Kingdom,7/Aug/2020 | Until Further Notice,Cross-Debarment: WB,Organization
fb84938e-0797-42aa-8e9e-af6a1b47629b,"Forest, Victor","28, RUE ROY, CENTRE VILLE, PORT-AU-PRINCE
Haiti",Debarred,Non ADB Member Country,6/Jan/2020 | 11/Nov/2026,Cross-Debarment: IDB,Person
47d8c44a-7217-4dce-8ad0-850ed95ec7fd,"FOUNDER INTERNATIONAL (BEIJING) CO., LTD.","19TH FLOOR, ZHONGXIN TECHNOLOGY BUILDING, NO. 52 NORTH FOURTH CIRCLE (BEISIHUAN WEST ROAD), HAIDIAN DISTRICT, BEIJING 100080",Debarred,People's Republic of China,4/Aug/2020 | Until Further Notice,Cross-Debarment: WB,Organization
